id,building,room,days,start_time,end_time
2158,ARC,1009,TR,0300PM,0415PM
2159,ARC,1009,TR,0430PM,0545PM
2160,ARC,1009,TR,0600PM,0715PM
2161,TAH,1003,TR,0430PM,0545PM
2162,MRP,1000,MW,0730AM,0845AM
2163,DLN,1004,MW,0400PM,0515PM
2164,MRP,1003,M,1000AM,1150AM
2165,MRP,1003,W,1000AM,1150AM
2166,MRP,1003,M,1230PM,0220PM
2167,MRP,1003,W,1230PM,0220PM
2168,MRP,1003,T,0800AM,0950AM
2169,MRP,1003,R,0800AM,0950AM
2170,MRP,1003,T,1000AM,1150AM
2171,MRP,1003,R,1000AM,1150AM
2172,KDM,113,M,1000AM,0120PM
2173,KDM,113,W,1000AM,0120PM
2174,KDM,113,M,0200PM,0520PM
2175,KDM,113,W,0200PM,0520PM
2176,KDM,166,M,1000AM,0120PM
2177,KDM,166,W,1000AM,0120PM
2178,KDM,166,M,0200PM,0520PM
2179,KDM,166,W,0200PM,0520PM
2180,KDM,113,T,1000AM,0120PM
2181,KDM,113,R,1000AM,0120PM
2182,KDM,113,T,0200PM,0520PM
2183,KDM,113,R,0200PM,0520PM
2184,KDM,166,T,1000AM,0120PM
2185,KDM,166,R,1000AM,0120PM
2186,KDM,166,T,0200PM,0520PM
2187,KDM,166,R,0200PM,0520PM
2188,RVR,1015,T,0300PM,0415PM
2189,TSC,1002,W,0730AM,0845AM
2190,TSC,1002,W,0900AM,1015AM
2191,EUR,109,M,0400PM,0515PM
2192,EUR,108,W,0400PM,0515PM
2193,BRH,214,TR,1200PM,0115PM
2194,TSC,1001,TR,1200PM,0115PM
2195,MRP,1000,MW,0430PM,0545PM
2196,ARC,1008,MWF,1000AM,1050AM
2197,BRH,210,MW,0900AM,0950AM
2198,BRH,208,MW,1000AM,1050AM
2199,MRP,1000,TR,0900AM,1015AM
2200,MRP,1000,MW,1200PM,0115PM
2201,DLN,1004,MW,0130PM,0245PM
2202,MND,1005,MW,0300PM,0415PM
2203,MND,1003,MW,0900AM,0950AM
2204,MND,1005,MW,1000AM,1050AM
2205,MND,1005,MW,1100AM,1150AM
2206,MND,1005,TR,1030AM,1145AM
2207,MND,1003,TR,1200PM,0115PM
2208,MND,1003,TR,1030AM,1145AM
2209,MRP,1000,TR,0300PM,0415PM
2210,BRH,214,MW,1200PM,0115PM
2211,ARC,1008,TR,0130PM,0245PM
2212,ARC,1008,TR,1030AM,1145AM
2213,LIB,65,MW,1000AM,1050AM
2214,LIB,65,TR,1030AM,1145AM
2215,BRH,210,T,0300PM,0415PM
2216,BRH,210,R,0300PM,0415PM
2217,BRH,210,MW,0300PM,0415PM
2218,LIB,65,R,0300PM,0415PM
2219,LIB,65,M,1200PM,0115PM
2220,LIB,53,MW,1000AM,1050AM
2221,BRH,218,TR,0300PM,0415PM
2222,BRH,210,TR,1030AM,1145AM
2223,BRH,208,M,0300PM,0550PM
2224,BRH,208,TR,1030AM,1145AM
2225,CLV,123,MW,1200PM,0115PM
2226,BRH,210,MW,0130PM,0245PM
2227,ARC,1008,MW,1200PM,0115PM
2228,BRH,214,MW,0300PM,0415PM
2229,BRH,210,T,0900AM,1015AM
2230,BRH,218,MW,0130PM,0245PM
2231,BRH,214,TR,0900AM,1015AM
2232,BRH,210,MW,1000AM,1050AM
2233,LIB,65,MW,0130PM,0245PM
2234,BRH,208,TR,1200PM,0115PM
2235,BRH,210,TR,0130PM,0245PM
2236,MRP,1000,TR,0430PM,0545PM
2237,MND,1003,MW,1200PM,0115PM
2238,MND,1003,MWF,1100AM,1150AM
2239,MND,1005,TR,1200PM,0115PM
2240,ARC,1008,TR,0300PM,0415PM
2241,ARC,1008,TR,1200PM,0115PM
2242,MND,4004,TR,0130PM,0245PM
2243,BRH,214,TR,0130PM,0245PM
2244,ARC,1008,MW,0130PM,0245PM
2245,LIB,65,TR,0130PM,0245PM
2246,LIB,65,W,0600PM,0850PM
2247,LIB,65,T,0300PM,0550PM
2248,LIB,65,TR,1200PM,0115PM
2249,LIB,65,M,0300PM,0550PM
2250,LIB,65,W,1200PM,0115PM
2251,ARC,1008,MW,0300PM,0415PM
2252,LIB,65,T,0600PM,0850PM
2253,WEB,ONLINE,W,0600PM,0850PM
2254,LIB,65,W,0300PM,0550PM
2255,ARC,3004,T,0600PM,0850PM
2256,LIB,126,T,0600PM,0850PM
2257,LIB,65,M,0600PM,0850PM
2258,WEB,ONLINE,R,0600PM,0850PM
2259,ARC,1008,M,0600PM,0850PM
2260,ALP,148,MW,1200PM,0115PM
2261,ARC,3006,TR,0900AM,1015AM
2262,ARC,3006,TR,1030AM,1145AM
2263,LIB,126,TR,0300PM,0415PM
2264,LIB,126,TR,0130PM,0245PM
2265,ARC,3006,TR,0300PM,0415PM
2266,SHS,254,TR,1200PM,0115PM
2267,SHS,254,TR,0130PM,0245PM
2268,SHS,254,MW,0130PM,0245PM
2269,SHS,254,MW,0300PM,0415PM
2270,LIB,128,MW,0300PM,0415PM
2271,ARC,3004,TR,0300PM,0415PM
2272,SHS,254,MWF,1100AM,1150AM
2273,SHS,254,T,0600PM,0850PM
2274,DH,208,T,0300PM,0545PM
2275,SHS,254,MW,1200PM,0115PM
2276,DH,107,T,0430PM,0545PM
2277,SHS,254,R,0430PM,0720PM
2278,LIB,126,F,0830AM,0945AM
2279,LIB,126,W,0300PM,0545PM
2280,TBA,ARR,MW,0130PM,0245PM
2281,BRH,110,MW,1200PM,0115PM
2282,BRH,110,MW,0130PM,0245PM
2283,AMD,152,MW,0300PM,0415PM
2284,BRH,110,MW,0430PM,0545PM
2285,BRH,110,MW,0900AM,1015AM
2286,BRH,110,TR,0900AM,1015AM
2287,BRH,110,TR,1030AM,1145AM
2288,BRH,110,TR,1200PM,0115PM
2289,AMD,153,TR,0130PM,0245PM
2290,BRH,110,TR,0300PM,0415PM
2291,BRH,110,TR,0430PM,0545PM
2292,AMD,152,MW,1200PM,0115PM
2293,AMD,152,MW,0130PM,0245PM
2294,TAH,1003,TR,0900AM,1015AM
2295,WEB,ONLINE,TR,0900AM,1015AM
2296,WEB,ONLINE,TR,1030AM,1145AM
2297,TAH,1004,TR,1030AM,1145AM
2298,BRH,114,W,0600PM,0850PM
2299,BRH,104,MW,0300PM,0415PM
2300,BRH,110,TR,0130PM,0245PM
2301,AMD,219,TR,0300PM,0415PM
2302,BRH,104,MW,0130PM,0245PM
2303,MND,2009,M,0300PM,0415PM
2304,MND,1024,TR,0300PM,0415PM
2305,MND,1020,W,0530PM,0820PM
2306,MND,2009,MW,0130PM,0245PM
2307,CLV,123,MW,1200PM,0115PM
2308,MND,2009,TR,0130PM,0245PM
2309,MND,2009,MW,1000AM,1050AM
2310,MND,1024,TR,1030AM,1145AM
2311,AMD,263,TR,0900AM,1015AM
2312,WEB,ONLINE,W,0300PM,0415PM
2313,WEB,ONLINE,M,1200PM,0115PM
2314,MND,1020,R,0530PM,0820PM
2315,MND,1020,M,0530PM,0820PM
2316,MND,1024,T,0530PM,0820PM
2317,MND,1020,R,0530PM,0820PM
2318,TAH,1026,TR,0900AM,1015AM
2319,TAH,1026,TR,1030AM,1145AM
2320,WEB,ONLINE,MW,0530PM,0645PM
2321,MRP,1000,MW,0130PM,0245PM
2322,MRP,4000A,F,1000AM,0250PM
2323,MRP,4000B,F,1000AM,0250PM
2324,KDM,166,F,1000AM,0250PM
2325,MRP,4000B,M,0900AM,1200PM
2326,MRP,4000B,W,0900AM,1200PM
2327,MRP,4000B,T,1230PM,0330PM
2328,MRP,4000B,R,1230PM,0330PM
2329,MRP,4000A,W,1230PM,0330PM
2330,DH,108,MW,1200PM,0115PM
2331,DH,206,TR,0900AM,1015AM
2332,MRP,4000A,MW,0330PM,0600PM
2333,MRP,4000B,MW,0330PM,0600PM
2334,LIB,53,MW,0300PM,0415PM
2335,MRP,4000A,T,1230PM,0400PM
2336,WEB,ONLINE,TR,1100AM,1215PM
2337,LIB,53,T,0900AM,1015AM
2338,LIB,53,R,0900AM,1015AM
2339,MRP,2032,MTWR,1200PM,1250PM
2340,EUR,102,MTWR,0300PM,0350PM
2341,EUR,103,TR,0130PM,0220PM
2342,EUR,103,MW,0200PM,0250PM
2343,MRP,2030,TR,0800AM,0915AM
2344,MRP,2030,MW,0800AM,0850AM
2345,EUR,102,MW,1000AM,1050AM
2346,EUR,102,TR,1030AM,1145AM
2347,EUR,102,MW,0200PM,0250PM
2348,EUR,102,TR,0130PM,0245PM
2349,EUR,102,MTWR,0800AM,0850AM
2350,EUR,103,MTWR,0900AM,0950AM
2351,MRP,2030,M,0130PM,0245PM
2352,EUR,102,MW,1200PM,0115PM
2353,MND,4000,MWF,0800AM,0850AM
2354,MND,4000,MWF,0900AM,0950AM
2355,MND,3003,MW,0900AM,1015AM
2356,MND,4004,TR,1200PM,0115PM
2357,MND,3002,TR,1030AM,1145AM
2358,MND,1003,TR,0130PM,0245PM
2359,ARC,1016,TR,0130PM,0245PM
2360,MND,1022,TR,0900AM,1015AM
2361,MND,1026,TR,1200PM,0115PM
2362,MND,1020,TR,0130PM,0245PM
2363,MND,3003,T,1200PM,0115PM
2364,MND,3003,R,1200PM,0115PM
2365,MND,1026,M,0900AM,1150AM
2366,MND,1026,W,0900AM,1150AM
2367,MND,3003,MW,1200PM,0115PM
2368,MND,4004,TR,0900AM,1015AM
2369,LIB,126,MW,1030AM,1145AM
2370,MND,1022,MW,0300PM,0415PM
2371,CPS,327,TR,0300PM,0415PM
2372,SLN,2000,MW,1100AM,1150AM
2373,DH,209,T,0900AM,0950AM
2374,EUR,105,TR,1200PM,1250PM
2375,AMD,150,TR,0800AM,0850AM
2376,SLN,3018,TR,0900AM,0925AM
2377,SLN,1020,TR,0900AM,0925AM
2378,SLN,3018,TR,0930AM,1015AM
2379,SLN,1020,TR,0930AM,1015AM
2380,YSM,133,TR,0730AM,0755AM
2381,SLN,1020,TR,0730AM,0755AM
2382,MRP,1014,MW,0730AM,0845AM
2383,ALP,153,TR,1200PM,1250PM
2384,MRP,1016,MW,1200PM,0115PM
2385,SLN,1000,TR,0130PM,0245PM
2386,SLN,1000,TR,1200PM,0115PM
2387,EUR,109,TR,0900AM,1015AM
2388,YSM,100,MW,0730AM,0845AM
2389,YSM,119,MW,0730AM,0845AM
2390,YSM,127,TR,1030AM,1145AM
2391,YSM,119,T,0430PM,0720PM
2392,MRP,1014,TR,0900AM,1015AM
2393,SLN,2000,TR,1200PM,0115PM
2394,ALP,148,MW,0300PM,0415PM
2395,DH,107,TR,0130PM,0245PM
2396,MRP,1010,MW,1200PM,0115PM
2397,YSM,171,MW,1200PM,0115PM
2398,YSM,171,TR,1030AM,1145AM
2399,ALP,148,TR,1030AM,1145AM
2400,YSM,171,MW,1100AM,1150AM
2401,SLN,1000,MW,1100AM,1150AM
2402,YSM,135,MW,1100AM,1150AM
2403,MRP,1014,MW,0900AM,1015AM
2404,YSM,171,MW,0900AM,1015AM
2405,SLN,3018,MW,1000AM,1050AM
2406,OUT,FIELDS,MW,1000AM,1050AM
2407,YSM,100,MW,1000AM,1050AM
2408,OUT,WTENN,MW,1000AM,1050AM
2409,OUT,ETENN,MW,1000AM,1050AM
2410,SLN,3018,MW,1100AM,1150AM
2411,OUT,FIELDS,MW,1100AM,1150AM
2412,YSM,100,MW,1100AM,1150AM
2413,OUT,ETENN,MW,1100AM,1150AM
2414,OUT,WTENN,MW,1100AM,1150AM
2415,YSM,133,MW,1100AM,1125AM
2416,SLN,1020,MW,1100AM,1125AM
2417,YSM,133,MW,1125AM,1215PM
2418,SLN,1020,MW,1125AM,1215PM
2419,OUT,FIELDS,TR,0800AM,0850AM
2420,YSM,100,TR,0800AM,0850AM
2421,YSM,119,TR,0800AM,0850AM
2422,OUT,FIELDS,TR,0900AM,0950AM
2423,YSM,100,TR,0900AM,0950AM
2424,YSM,119,TR,0900AM,0950AM
2425,OUT,FIELDS,MW,1200PM,1250PM
2426,YSM,141,MW,1200PM,1250PM
2427,OUT,HBCRTS,MW,1200PM,1250PM
2428,SLN,1000,MW,1200PM,1250PM
2429,YSM,100,MW,1200PM,1250PM
2430,SLN,1000,MW,0100PM,0150PM
2431,OUT,FIELDS,MW,0100PM,0150PM
2432,YSM,141,MW,0100PM,0150PM
2433,YSM,100,MW,0100PM,0150PM
2434,OUT,HBCRTS,MW,0100PM,0150PM
2435,YSM,141,TR,1000AM,1050AM
2436,YSM,100,TR,1000AM,1050AM
2437,YSM,107,TR,1000AM,1050AM
2438,YSM,141,TR,1100AM,1150AM
2439,YSM,100,TR,1100AM,1150AM
2440,YSM,107,TR,1100AM,1150AM
2441,YSM,135,MW,1200PM,1250PM
2442,SLN,2022,M,0300PM,0520PM
2443,SLN,2022,W,0300PM,0520PM
2444,YSM,135,TR,1200AM,1250AM
2445,SLN,2022,T,0130PM,0350PM
2446,SLN,2022,R,0130PM,0350PM
2447,SLN,3018,TR,1030AM,1120AM
2448,SLN,2022,F,0900AM,1120AM
2449,SLN,2022,F,1130AM,0150PM
2450,YSM,119,MW,0900AM,0950AM
2451,SLN,1030,T,0800AM,1020AM
2452,SLN,1030,R,0800AM,1020AM
2453,EUR,114,MW,0800AM,0850AM
2454,SLN,1030,M,1030AM,0100PM
2455,SLN,1030,W,1030AM,0100PM
2456,SLN,2000,MW,0900AM,0950AM
2457,SLN,1030,M,0200PM,0420PM
2458,SLN,1030,W,0200PM,0420PM
2459,SLN,2000,MW,1000AM,1050AM
2460,SLN,1030,T,1100AM,0120PM
2461,SLN,1030,R,1100AM,0120PM
2462,MRP,2030,TR,0400PM,0450PM
2463,SLN,1030,T,0500PM,0720PM
2464,SLN,1030,R,0500PM,0720PM
2465,EUR,108,MW,0200PM,0250PM
2466,SLN,2022,T,1030AM,0100PM
2467,SLN,2022,R,1030AM,0100PM
2468,YSM,119,TR,1030AM,1145AM
2469,MND,1020,MW,0130PM,0245PM
2470,YSM,135,MW,0900AM,0950AM
2471,SLN,2022,M,1030AM,0100PM
2472,SLN,2022,W,1030AM,0100PM
2473,SLN,3018,M,0730AM,0845AM
2474,SLN,3018,W,0730AM,0845AM
2475,SLN,3018,M,0130PM,0245PM
2476,SLN,3018,W,0130PM,0245PM
2477,SLN,3018,T,0530PM,0650PM
2478,SLN,3018,T,0700PM,0820PM
2479,SLN,3018,T,0730AM,0845AM
2480,SLN,3018,R,0730AM,0845AM
2481,YSM,193,TR,0730AM,0845AM
2482,YSM,193,TR,1030AM,1145AM
2483,YSM,193,MW,0730AM,0845AM
2484,YSM,193,MW,0900AM,1015AM
2485,SLN,3018,TR,1200PM,0115PM
2486,YSM,193,M,0700PM,0950PM
2487,YSM,193,TR,0900AM,1015AM
2488,CLV,141,TR,0130PM,0245PM
2489,SLN,3018,TR,0130PM,0245PM
2490,SLN,1000,M,0530PM,0820PM
2491,EUR,101,TR,0900AM,0950AM
2492,SLN,3016,M,0900AM,1130AM
2493,SLN,3016,W,0900AM,1130AM
2494,YSM,135,MW,0200PM,0250PM
2495,SLN,3016,M,0300PM,0530PM
2496,SLN,3016,W,0300PM,0530PM
2497,CPS,327,TR,0200PM,0250PM
2498,SLN,3016,T,0400PM,0630PM
2499,SLN,3016,R,0300PM,0530PM
2500,CLV,134,TR,0130PM,0220PM
2501,SLN,3016,T,1030AM,0100PM
2502,SLN,3016,R,1030AM,0100PM
2503,RVR,1015,MW,0900AM,0950AM
2504,SLN,4015,M,1100AM,0120PM
2505,SLN,4015,W,1100AM,0120PM
2506,SLN,4015,M,0200PM,0420PM
2507,SLN,4015,W,0200PM,0420PM
2508,DH,110,MW,0730AM,0845AM
2509,YSM,119,MW,1200PM,0115PM
2510,EUR,108,T,0800AM,0950AM
2511,YSM,171,T,0800AM,0950AM
2512,YSM,171,R,0800AM,0950AM
2513,EUR,108,R,0800AM,0950AM
2514,SHS,264,W,0200PM,0450PM
2515,SHS,264,W,0200PM,0450PM
2516,EUR,103,MW,1000AM,1050AM
2517,EUR,103,TR,1030AM,1120AM
2518,BRH,201,R,0430PM,0710PM
2519,EUR,211,T,0430PM,0710PM
2520,WEB,ONLINE,T,0430PM,0710PM
2521,WEB,ONLINE,R,0430PM,0710PM
2522,AMD,314,W,0530PM,0820PM
2523,AMD,314,TR,0130PM,0245PM
2524,DH,111,MWF,0900AM,0950AM
2525,DH,105,MWF,1000AM,1050AM
2526,DH,206,MWF,1100AM,1150AM
2527,SQU,122,MWF,1200PM,1250PM
2528,SQU,122,TR,1200PM,0115PM
2529,EUR,320,TR,0130PM,0245PM
2530,ALP,231,TR,1030AM,1145AM
2531,SQU,122,MWF,0100PM,0150PM
2532,ALP,144,TR,0900AM,1015AM
2533,SQU,122,TR,0400PM,0515PM
2534,SHS,240,MWF,0800AM,0850AM
2535,ALP,235,MWF,1000AM,1050AM
2536,ALP,138,MWF,1100AM,1150AM
2537,DH,213,MWF,1000AM,1050AM
2538,BRH,113,MWF,1200PM,1250PM
2539,SQU,102,MWF,0100PM,0150PM
2540,SQU,102,MWF,0200PM,0250PM
2541,SQU,102,TR,0900AM,1015AM
2542,SQU,102,TR,1030AM,1145AM
2543,SQU,102,TR,1200PM,0115PM
2544,SQU,102,TR,0130PM,0245PM
2545,DH,105,MWF,0900AM,0950AM
2546,ALP,227,TR,0900AM,1015AM
2547,RVR,1010,TR,0130PM,0245PM
2548,EUR,109,TR,0400PM,0515PM
2549,ALP,138,MWF,0800AM,0850AM
2550,ALP,138,R,0800AM,0850AM
2551,ALP,148,T,0800AM,0850AM
2552,ALP,148,MWF,0800AM,0850AM
2553,EUR,109,MWF,0900AM,0950AM
2554,EUR,320,T,0900AM,0950AM
2555,SQU,122,MWF,1000AM,1050AM
2556,MND,1022,T,1030AM,1120AM
2557,EUR,113,R,1030AM,1120AM
2558,RVR,1008,MWF,1000AM,1050AM
2559,BRH,109,MWF,1100AM,1150AM
2560,EUR,109,T,1030AM,1120AM
2561,LIB,127,T,1200PM,1250PM
2562,LIB,127,MWF,1200PM,1250PM
2563,DLN,1010,MWF,1200PM,1250PM
2564,MND,4000,T,1200PM,1250PM
2565,ALP,227,T,0130PM,0220PM
2566,LIB,127,MWF,0100PM,0150PM
2567,LIB,127,MWF,0200PM,0250PM
2568,RVR,1006,R,0130PM,0220PM
2569,EUR,104,R,1030AM,1120AM
2570,SQU,142,MWF,1000AM,1050AM
2571,CLV,123,T,1030AM,1120AM
2572,RVR,2010,MWF,1100AM,1150AM
2573,RVR,1006,T,0130PM,0220PM
2574,SQU,325,MWF,0200PM,0250PM
2575,RVR,2010,T,0130PM,0220PM
2576,RVR,1006,MWF,0200PM,0250PM
2577,BRH,101,T,1200PM,1250PM
2578,BRH,203,MWF,1200PM,1250PM
2579,BRH,109,T,0800AM,0850AM
2580,BRH,113,MWF,0800AM,0850AM
2581,HMB,109,T,1200PM,1250PM
2582,SQU,128,MWF,1200PM,1250PM
2583,EUR,320,MWF,1200PM,1250PM
2584,EUR,108,R,1200PM,1250PM
2585,LIB,127,T,0130PM,0220PM
2586,LIB,128,MWF,0100PM,0150PM
2587,SHS,250,R,0130PM,0220PM
2588,SQU,122,MWF,0200PM,0250PM
2589,MND,1024,MW,1200PM,0115PM
2590,EUR,107,MW,0130PM,0245PM
2591,DLN,1004,MWF,0800AM,0850AM
2592,MND,1005,MWF,1200PM,1250PM
2593,BRH,109,MWF,0900AM,0950AM
2594,BRH,109,MWF,1000AM,1050AM
2595,SQU,102,MWF,1100AM,1150AM
2596,DH,108,TR,0900AM,1015AM
2597,BRH,109,TR,1030AM,1145AM
2598,BRH,109,TR,0130PM,0245PM
2599,BRH,115,MWF,0800AM,0850AM
2600,BRH,115,T,0800AM,0850AM
2601,BRH,218,T,0800AM,0850AM
2602,BRH,218,MWF,0800AM,0850AM
2603,BRH,115,MWF,0900AM,0950AM
2604,BRH,115,T,0900AM,0950AM
2605,BRH,115,R,1030AM,1120AM
2606,BRH,115,MWF,1000AM,1050AM
2607,ALP,227,MWRF,0800AM,0850AM
2608,SHS,250,R,1030AM,1120AM
2609,SHS,250,MWF,1100AM,1150AM
2610,BRH,109,MWF,1200PM,1250PM
2611,EUR,109,R,1200PM,1250PM
2612,SHS,264,T,0130PM,0220PM
2613,BRH,115,MWF,0100PM,0150PM
2614,SQU,142,MWF,0100PM,0150PM
2615,DH,214,R,0130PM,0220PM
2616,EUR,101,R,1200PM,1250PM
2617,SHS,145,MWF,1200PM,1250PM
2618,ALP,153,T,0130PM,0220PM
2619,ALP,231,MWF,0200PM,0250PM
2620,BRH,113,MWF,1000AM,1050AM
2621,EUR,315,T,1030AM,1120AM
2622,BRH,101,R,1200PM,1250PM
2623,ALP,231,MWF,1200PM,1250PM
2624,SHS,250,MWF,1200PM,1250PM
2625,DH,106,T,1200PM,1250PM
2626,BRH,105,MWF,0800AM,0850AM
2627,BRH,105,T,0800AM,0850AM
2628,BRH,105,T,0900AM,0950AM
2629,BRH,105,MWF,0900AM,0950AM
2630,ALP,148,MWF,0900AM,0950AM
2631,BRH,105,R,0900AM,0950AM
2632,BRH,105,MWF,1000AM,1050AM
2633,BRH,105,T,1030AM,1120AM
2634,ALP,147,MWF,1000AM,1050AM
2635,BRH,105,R,1030AM,1120AM
2636,BRH,105,MWF,1100AM,1150AM
2637,BRH,115,T,1030AM,1120AM
2638,ALP,148,MWF,1100AM,1150AM
2639,CLV,123,R,1030AM,1120AM
2640,SQU,142,MWF,1200PM,1250PM
2641,SQU,450,T,1200PM,1250PM
2642,BRH,105,R,0130PM,0220PM
2643,BRH,105,MWF,0100PM,0150PM
2644,ALP,156,R,1030AM,1120AM
2645,BRH,113,MWF,1100AM,1150AM
2646,BRH,105,MWF,0200PM,0250PM
2647,ALP,227,R,0130PM,0220PM
2648,BRH,209,MWF,0800AM,0850AM
2649,BRH,209,R,0800AM,0850AM
2650,BRH,209,T,0900AM,0950AM
2651,BRH,209,MWF,0900AM,0950AM
2652,BRH,209,MWF,1000AM,1050AM
2653,BRH,209,R,1030AM,1120AM
2654,DH,209,R,1030AM,1120AM
2655,BRH,209,MWF,1100AM,1150AM
2656,BRH,209,MWF,1200PM,1250PM
2657,BRH,209,T,1200PM,1250PM
2658,BRH,101,MWF,1100AM,1150AM
2659,BRH,209,T,1030AM,1120AM
2660,BRH,209,MWF,0100PM,0150PM
2661,BRH,209,T,0130PM,0220PM
2662,BRH,209,R,0130PM,0220PM
2663,BRH,209,MWF,0200PM,0250PM
2664,BRH,115,R,0900AM,0950AM
2665,ALP,227,MWF,0900AM,0950AM
2666,BRH,201,MWF,0200PM,0250PM
2667,BRH,115,T,0130PM,0220PM
2668,ALP,156,R,0130PM,0220PM
2669,ALP,231,MWF,0100PM,0150PM
2670,BRH,105,MWF,1200PM,1250PM
2671,BRH,105,T,1200PM,1250PM
2672,BRH,115,MWF,1200PM,1250PM
2673,BRH,105,R,1200PM,1250PM
2674,DH,209,MWF,1100AM,1150AM
2675,MND,1022,R,1030AM,1120AM
2676,BRH,201,MWF,0800AM,0850AM
2677,BRH,201,R,0800AM,0850AM
2678,BRH,201,R,0900AM,0950AM
2679,BRH,201,MWF,0900AM,0950AM
2680,BRH,201,R,1030AM,1120AM
2681,BRH,201,MWF,1000AM,1050AM
2682,BRH,201,T,1030AM,1120AM
2683,BRH,201,MWF,1100AM,1150AM
2684,BRH,201,MWF,1200PM,1250PM
2685,BRH,209,R,1200PM,1250PM
2686,ALP,204,MWF,0900AM,0950AM
2687,ALP,231,MW,0730AM,0845AM
2688,ALP,148,MWF,1000AM,1050AM
2689,ALP,227,MWF,1200PM,1250PM
2690,SQU,128,TR,1030AM,1145AM
2691,BRH,115,TR,0400PM,0515PM
2692,ALP,231,TR,0130PM,0245PM
2693,BRH,205,MWF,1100AM,1150AM
2694,ALP,231,MWF,0900AM,0950AM
2695,ALP,231,MWF,1000AM,1050AM
2696,SQU,142,TR,0900AM,1015AM
2697,ALP,231,TR,0730AM,0845AM
2698,SHS,145,TR,1030AM,1145AM
2699,DH,208,TR,0130PM,0245PM
2700,BRH,203,MWF,0100PM,0150PM
2701,ALP,204,MWF,1100AM,1150AM
2702,ALP,156,T,1030AM,1120AM
2703,ALP,227,MWF,1000AM,1050AM
2704,DH,214,T,0130PM,0220PM
2705,SHS,250,MWF,0100PM,0150PM
2706,ALP,232,MWF,0900AM,0950AM
2707,ALP,231,TR,0900AM,1015AM
2708,RVR,2010,TR,1200PM,0115PM
2709,ALP,227,T,1030AM,1145AM
2710,ALP,227,R,1030AM,1145AM
2711,BRH,201,TR,0130PM,0245PM
2712,RVR,1006,MWF,0900AM,0950AM
2713,SHS,145,TR,1200PM,0115PM
2714,BRH,113,TR,0130PM,0245PM
2715,SQU,142,TR,0130PM,0245PM
2716,BRH,203,MWF,1000AM,1050AM
2717,BRH,201,TR,1200PM,0115PM
2718,ALP,147,MWF,1200PM,1250PM
2719,BRH,109,MWF,0100PM,0150PM
2720,SQU,450,TR,0900AM,1015AM
2721,BRH,201,MWF,0100PM,0150PM
2722,ALP,147,TR,0900AM,1015AM
2723,BRH,113,TR,1030AM,1145AM
2724,BRH,113,TR,1200PM,0115PM
2725,ALP,227,TR,1200PM,0115PM
2726,BRH,203,MWF,0900AM,0950AM
2727,ALP,231,TR,1200PM,0115PM
2728,YSM,117,R,1030AM,1145AM
2729,MND,4005,T,1030AM,1145AM
2730,YSM,133,T,1200PM,0115PM
2731,YSM,133,R,1200PM,0115PM
2732,MRP,1002,M,1200PM,0115PM
2733,BRH,101,W,1200PM,0115PM
2734,MND,1030,M,0130PM,0245PM
2735,SQU,450,W,0130PM,0245PM
2736,BRH,201,MW,0400PM,0515PM
2737,ALP,231,MW,0400PM,0515PM
2738,BRH,113,TR,0400PM,0515PM
2739,BRH,105,W,0300PM,0350PM
2740,ALP,147,TR,0300PM,0415PM
2741,BRH,113,MW,0300PM,0415PM
2742,SHS,143,TR,0300PM,0415PM
2743,TAH,1003,R,0600PM,0850PM
2744,ARC,1007,W,0600PM,0850PM
2745,ARC,1008,W,0600PM,0850PM
2746,TAH,1004,M,0600PM,0850PM
2747,TAH,1026,R,0600PM,0850PM
2748,ARC,3009,T,0600PM,0850PM
2749,TAH,1004,W,0600PM,0850PM
2750,TAH,1004,R,0600PM,0850PM
2751,TAH,1027,T,0600PM,0850PM
2752,TAH,1003,T,0600PM,0850PM
2753,TAH,1003,M,0600PM,0850PM
2754,TAH,1026,T,0600PM,0850PM
2755,TAH,1026,W,0600PM,0850PM
2756,TAH,1004,T,0600PM,0850PM
2757,TAH,1025,R,0600PM,0850PM
2758,TAH,1026,M,0600PM,0850PM
2759,RVR,1015,MW,0800AM,0850AM
2760,RVR,1015,TR,0800AM,0850AM
2761,TEB,1329,T,1130AM,0215PM
2762,TEB,1329,T,0330PM,0615PM
2763,TEB,1329,W,0800AM,1045AM
2764,TEB,1329,W,1200PM,0245PM
2765,TEB,1329,R,1200PM,0245PM
2766,TEB,1329,R,0330PM,0615PM
2767,TEB,1329,R,0630PM,0915PM
2768,TEB,1329,F,0800AM,1045AM
2769,TEB,1329,F,1100AM,0145PM
2770,TEB,1329,F,0200PM,0445PM
2771,RVR,4001,T,0130PM,0220PM
2772,RVR,4001,T,0230PM,0520PM
2773,RVR,4001,W,0130PM,0220PM
2774,RVR,4001,W,0230PM,0520PM
2775,RVR,4001,R,0130PM,0220PM
2776,RVR,4001,R,0230PM,0520PM
2777,RVR,4001,T,0530PM,0730PM
2778,RVR,4001,T,0745PM,0945PM
2779,RVR,4001,R,0530PM,0730PM
2780,EUR,114,TR,0800AM,0850AM
2781,EUR,113,TR,0900AM,0950AM
2782,RVR,1004,MW,0300PM,0350PM
2783,RVR,1004,MW,0500PM,0550PM
2784,RVR,1004,MW,0400PM,0450PM
2785,EUR,112,MW,1030AM,1145AM
2786,CPS,327,TR,0900AM,1015AM
